DOJSuedFerguson	28.3622887396919
kemba722	26.134394384073403
maxrafaelwaller	16.10228462705418
jmo201	15.215956236974769
FeltzBilly	14.648017400070158
AgeJustNumbers	11.44638510137228
steveklotz2	10.786668262213711
ZWhitesel	8.337151271728182
granny_st	8.328150165298675
ROYALMRBADNEWS	8.279943501890374
CrestonQ	8.031447898400014
timelessera	7.809032885023651
DonMcKenzie	7.766403541505024
TrgdyAnn	7.4348845254215155
HotNostrilsrFun	7.270401830487117
1Luv2	7.249670383023995
BostonDaveTX	7.209616999539918
PsychicDogTalk3	6.487949577805254
BegoniaArizona	6.457775562945513
From_Nothing	6.400621278869547
twistedblaster	6.300575462371178
freedomgirl2011	6.158401841744461
USA4Bernie	5.8606093595509146
KatCapps	5.857097976024789
TPSurvivors	5.808067023262194
Mr_Oshawott_2	5.21372280931296
NJMSeattle	5.2090398538853
busybusybees	5.152468533192022
leeleemunster	5.098147950368375
RahmAntics	5.0875784869475655
Jequal_	4.9671347100519965
jenn976	4.943340183450573
HarryHewrites	4.929796909915094
martydrinksbeer	4.577228529174795
EdgySphinx	4.490861010868249
MohammedSekouty	4.477137784912385
EYESNHOUSEHaute	4.398978409859829
imsweetleaf	4.346298899711026
KenyaWrightBook	4.323021550055986
EvrythingsaNail	4.312272423282502
THEAALIYAHONEAL	4.307090270409287
aimministries38	4.296627504992492
charjorgensen13	4.247578199654281
HowdyDinduu	4.2309316486028505
GottabD1	4.227333701203693
Cherrieyes	4.185646313112904
CharlesMartel19	4.00123222120027
ArleySpillane	3.9894268439672915
_illumiNAUGHTI	3.936754288695712
miamidecor	3.9199480509547215
OkieVision	3.9062632068497076
SophiaLamar1	3.8697744713221374
michstepstone	3.8496901611656087
lcdistrict	3.8423201990681703
1Screamin_Eagle	3.831166945352945
Tellall2012	3.7995803518850995
jamila_jb	3.6780975264622566
minefield101	3.6597270460360276
marypgkeating	3.649267042169674
deplorablechick	3.6338799739558296
645ciDIVA	3.6228431428843333
bukthao	3.5865730451285933
JustABonobo	3.537099740818543
BonnieLBryan1	3.513448919772874
Northern_Viewer	3.488541965698537
TheVikChick	3.4575075241937743
Heff8281	3.3536325155805042
