Stevenwhirsch99	112.7189514794579
WBTV_News	84.20992791598471
NickOchsnerWBTV	76.08620331798542
Darren32895836	67.89172114484974
PrisonPlanet	66.4100033611448
CWatkinsTV	64.47203949316153
Delo_Taylor	47.05194393638088
samswey	38.48209544051042
BreeNewsome	38.41884120693398
deray	38.37740348335135
wcnc	33.69654798096506
ShaunKing	32.47189505620219
katieperalta	31.382725434774812
theobserver	28.29455391590065
LucidHurricane_	25.170539882015824
TyChandler_News	22.002001182930325
TeamSmokie	20.938856464827065
MsPackyetti	18.810178007936962
Lrihendry	17.38454669625479
TheDavenReport	16.15979428855016
ReporterGarriss	15.931261704863411
LeahR77	15.771305070151028
ReignOfApril	15.188218869544407
wsoctv	13.628372831833829
WCCBCharlotte	13.386014280216113
LitsaPappas	13.080595306634468
AshAgony	12.536949961077472
13JemieLee	12.47417153126718
NubianAwakening	12.442142818444351
hrtablaze	12.4122911693715
Cuckerella	12.22936415586355
ESPortillo	12.171483738534604
JoeBrunoWSOC9	11.942993027404365
LeahRBoss	11.314936700949637
ChristiChat	10.899137089787372
sedrakurdi	10.726037706966665
ChrisDotWeb	9.651179404227603
ChristieC733	9.648831048749248
lsarsour	9.50896177314365
GopAaron	9.16421594849923
c_vandergriff	9.133836112132219
Miami4Trump	8.889012687845561
SarahBlakeWBTV	8.811341167319839
Sugarcubedog	8.300904464743146
WyzeChef	8.167854877388013
Ricky_Vaughn99	8.135378386862415
FacMagnaAmerica	8.021266232494328
HalleyBorderCol	7.864290148292467
TheBaxterBean	7.766824789520714
Nettaaaaaaaa	7.748014105107786
ScottInSC	7.200509371994189
PiercedSkull	7.122151445638537
soit_goes	6.895779183980566
tchop__StL	6.769442174905944
JMKTV	6.751692004019434
FlyyNewsGuy	6.6552895516446196
Scorpio_Mind23	6.540870196461662
C_FloresWBTV	6.447607688474916
fightfor15	6.377105301962935
realkingrobbo	6.244315836514454
phil200269	6.19780298091169
latinaafortrump	6.169304857596625
jccfergie	6.1427838659921425
DanteB4u	6.059183383429884
HersheSquirt	5.994015147513211
MikeRoySF	5.802532850389377
StevenDialTV	5.615971912965856
elizabethleland	5.489547598491595
michaeleaves	5.441650234477569
benjancewicz	5.4289851060586285
abell	5.373949980575393
ACLU_NC	5.111651679946861
zellieimani	5.097574892610512
APStyIe	5.053614175597564
Veteran4Trump	5.030752822818153
4n0nc47	4.973759925742108
absurdistwords	4.960208176289987
1611Paul	4.811863540961391
SankofaBrown	4.81087749921896
mreader	4.729001263712263
AppSame	4.683271576697195
steph93065	4.646852736011623
vandives	4.420943905124421
Sg7JR	4.408252162377197
kharyp	4.385186829163797
TWCNewsCLT	4.271187870185183
StephCurryGoat	4.267354737714239
ChristineOnTV	4.24969301733717
brownblaze	4.21807454371051
ThePatriot143	4.185257670736531
AnthonyEinzig	4.175182404723403
Nomysahir	4.084848855044335
raider_truth	4.081328707377954
kupajo322	4.05723597629964
bodysculptorokc	3.922895027692776
marquez_bay	3.8571694050343015
DOJSuedFerguson	3.849194915409833
samwhiteout	3.8321855668987284
MelioraMed	3.812659184578011
thejoshuanash	3.812416988402738
comermd	3.7772214179535144
YourAnonNews	3.7663549618312357
USATODAY	3.7410310116833614
BrigidaMack	3.5975511422782094
HollaBlackGirl	3.4290340881699035
drewwyatt	3.405476187455783
outsidercapital	3.35160770398651
TrendingTodayYT	3.3328786648459396
Vendetta92429	3.327998259336427
P0TUSTrump	3.2865827652282555
JoshNoneYaBiz	3.261792060801741
_CFJ_	3.2426752135160473
MAGAPleb	3.2219539402376687
Rebelutionary_Z	3.186793228198013
MichelleBoudin	3.1237274229242042
JFABtm	3.118829258384533
OckyJ83	3.0951320510847684
ShawnMichaelR	2.9747273642978698
NewsRevo	2.900913736481451
Bernlennials	2.8950710905843255
JamieBollWBTV	2.8839203029124163
adv_project	2.826566025228737
sistertoldjah	2.816353987599662
TweetsByVictois	2.807355762581544
OccupyWallStNYC	2.8029797032849393
greg_doucette	2.7694324582304986
ChuckModi1	2.6972464264942775
ViralNova101	2.6841781984242474
Rambobiggs	2.6700189351255954
ACLU	2.6282681668804844
AnonLove253FTP	2.5764647182110476
SunOfMalcolmX	2.5687645688888168
Brooklyngabbana	2.5594712925969283
DaveId	2.540871091307445
NeimaNews	2.520524253375393
drumbeats4peace	2.4937719130226057
WildGooseAbuse	2.482217821439175
LamontLilly	2.4768053386498594
KatieMcKiever	2.3969908660392316
RacySicilian	2.3303710286736434
khanknee	2.2776240086180852
JohnRiversToo	2.239520229809964
Patriot18D	2.23431212960216
AUCShutItDown	2.2180326975247606
Westxgal	2.142544698130038
brendanpmiller	2.142110412144708
Sttbs73	2.13340692816068
TheRalphRetort	2.0384711005813343
3ChicsPolitico	2.0343115331524664
70torinoman	2.028498511023609
drewwest_press	2.0272519780834855
teddy_kulmala	2.02720872344257
DeonERoberts	2.0029124775324285
RNRMaryland	1.9636882348814093
jentrification	1.9182074086538834
AndrewQuackson	1.9161308486600181
MikePrysner	1.9152680559282245
TweetBrettMac	1.9128535442918482
LiberalMmama	1.8884178633802962
SinFullofBeauty	1.8730645067633107
brittanynb_	1.8728602421100238
RUBB1SH_1	1.816205898989931
LeslieMac	1.8059625403633839
ReporterPam	1.7836488432616222
BayShoreIsHome	1.7789841530194077
BlackAutonomist	1.77691695879684
HarrietTubelman	1.7696307654581154
SandraTXAS	1.762850900326229
iamtjones	1.749318966450958
People4Bernie	1.7448061202650758
ConservativeZNJ	1.741311754753153
Freeyourmindkid	1.736790410379061
postandcourier	1.7305280864390729
FOX46News	1.7288870699168424
nia4_trump	1.726071650404688
noblebarnes87	1.6981928019226915
LVNancy	1.6778068480940669
